location,year,month,season,tmax_avg,tmax_max,tmin_avg,tmin_min,gdd_avg,prcp_avg,lat,long,alt
vancouver,1997,5,Spring,14.38096774,24.8,8.166774194,3.7,11.27387097,25.96774194,49.2237,-123.1636,24
vancouver,1997,6,Summer,17.295,24.22,9.891333333,3.82,13.59316667,27.3,49.2237,-123.1636,24
vancouver,1997,7,Summer,15.22290323,27.8,9.509032258,5.67,12.36596774,28.83870968,49.2237,-123.1636,24
vancouver,1997,8,Summer,17.68548387,27.8,10.78870968,3.82,14.23709677,13.06451613,49.2237,-123.1636,24
vancouver,1997,9,Fall,16.711,25.5,9.752666667,4.84,13.23183333,33.7,49.2237,-123.1636,24
vancouver,1997,10,Fall,14.40290323,22.41,7.507741935,1.2,10.95532258,54.70967742,49.2237,-123.1636,24
vancouver,1997,11,Fall,13.298,21.34,6.048,-2.5,9.673,38.93333333,49.2237,-123.1636,24
vancouver,1998,0,Winter,11.33677419,20.8,3.568467742,-1.8,7.452620968,40.29032258,49.2237,-123.1636,24
vancouver,1998,1,Winter,11.70516129,23.38,3.765806452,-10.1,7.735483871,49.09677419,49.2237,-123.1636,24
vancouver,1998,2,Winter,11.41142857,21.34,5.382857143,-1.5,8.397142857,26.10714286,49.2237,-123.1636,24
vancouver,1998,3,Spring,13.29903226,22.22,6.696774194,0,9.997903226,28.22580645,49.2237,-123.1636,24
vancouver,1998,4,Spring,11.77933333,20.27,5.482,1.9,8.630666667,6.3,49.2237,-123.1636,24
vancouver,1998,5,Spring,14.55032258,22.4,8.310967742,5.67,11.43064516,35.06451613,49.2237,-123.1636,24
vancouver,1998,6,Summer,14.751,25.8,8.935333333,5.67,11.84316667,10,49.2237,-123.1636,24
vancouver,1998,7,Summer,17.91129032,31.9,11.47225806,3.82,14.69177419,12.90322581,49.2237,-123.1636,24
vancouver,1998,8,Summer,16.55980985,26.6,10.30295993,5.67,13.43138489,3.735350593,49.2237,-123.1636,24
vancouver,1998,9,Fall,16.60566667,26.7,9.553,5.67,13.07933333,3.8,49.2237,-123.1636,24
vancouver,1998,10,Fall,14.2183871,20.5,6.45516129,3,10.33677419,35.29032258,49.2237,-123.1636,24
vancouver,1998,11,Fall,14.00095238,19.62,6.946380952,1.7,10.47366667,86.8,49.2237,-123.1636,24
vancouver,1999,0,Winter,10.6690937,21.82,4.451658986,-9.7,7.560376344,88.70967742,49.2237,-123.1636,24
vancouver,1999,1,Winter,11.55555857,24.01,4.439847524,-3.1,7.997703048,91.98669694,49.2237,-123.1636,24
vancouver,1999,2,Winter,12.85136466,24.22,5.086196982,-0.6,8.968780821,84.0639906,49.2237,-123.1636,24
vancouver,1999,3,Spring,13.42787436,22.01,5.86425025,-1.2,9.646062306,41.9901893,49.2237,-123.1636,24
vancouver,1999,4,Spring,14.72829123,21.96,5.864743474,-0.3,10.29651735,44.81570262,49.2237,-123.1636,24
vancouver,1999,5,Spring,15.72273005,25.8,8.076469241,4.7,11.89959964,28.01532936,49.2237,-123.1636,24
vancouver,1999,6,Summer,17.52594035,27.4,9.295450516,5,13.41069543,43.80639123,49.2237,-123.1636,24
vancouver,1999,7,Summer,18.87139898,26.4,9.590414539,5.03,14.23090676,61.48321362,49.2237,-123.1636,24
vancouver,1999,8,Summer,19.99555857,25.2,11.60113785,5.67,15.79834821,35.52218081,49.2237,-123.1636,24
vancouver,1999,9,Fall,17.90195789,25,8.964743474,5.67,13.43335068,49.51514707,49.2237,-123.1636,24
vancouver,1999,10,Fall,13.13645161,24.01,6.233225806,1.7,9.68483871,52.61290323,49.2237,-123.1636,24
vancouver,1999,11,Fall,11.756,20.56,5.541,-0.1,8.6485,63.43333333,49.2237,-123.1636,24
vancouver,2000,0,Winter,10.21483871,30,4.609710392,-0.6,7.412274551,84.3,49.2237,-123.1636,24
vancouver,2000,1,Winter,11.09419355,22.22,3.870322581,-3.2,7.482258065,47.77419355,49.2237,-123.1636,24
vancouver,2000,2,Winter,10.07172414,19.43,2.871724138,-2.9,6.471724138,28.79310345,49.2237,-123.1636,24
vancouver,2000,3,Spring,11.90709677,19.62,4.697741935,-0.7,8.302419355,36.67741935,49.2237,-123.1636,24
vancouver,2000,4,Spring,12.807,21.96,6.074,2.6,9.4405,12.2,49.2237,-123.1636,24
vancouver,2000,5,Spring,14.76354839,21.4,7.464193548,3.9,11.11387097,36.70967742,49.2237,-123.1636,24
vancouver,2000,6,Summer,14.49033333,27.5,8.593,5.67,11.54166667,17.76666667,49.2237,-123.1636,24
vancouver,2000,7,Summer,16.61903226,24.5,9.526451613,3.82,13.07274194,20.83870968,49.2237,-123.1636,24
vancouver,2000,8,Summer,15.73483871,27,9.668387097,5.67,12.7016129,1.870967742,49.2237,-123.1636,24
vancouver,2000,9,Fall,16.419,24.1,9.130666667,5.67,12.77483333,16.4,49.2237,-123.1636,24
vancouver,2000,10,Fall,14.29967742,22.01,7.31,3.8,10.80483871,40.74193548,49.2237,-123.1636,24
vancouver,2000,11,Fall,10.601,19.48,3.715333333,-3.6,7.158166667,23.96666667,49.2237,-123.1636,24
vancouver,2001,0,Winter,9.953870968,21.96,3.170967742,-5.4,6.562419355,43.51612903,49.2237,-123.1636,24
vancouver,2001,1,Winter,11.79967742,21.9,4.132258065,-3.4,7.965967742,43.51612903,49.2237,-123.1636,24
vancouver,2001,2,Winter,8.886071429,18.1,2.6575,-3.9,5.771785714,10.96428571,49.2237,-123.1636,24
vancouver,2001,3,Spring,12.96612903,22.41,5.267741935,-2.2,9.116935484,38.35483871,49.2237,-123.1636,24
vancouver,2001,4,Spring,11.886,21.24,5.572666667,0.8,8.729333333,36.23333333,49.2237,-123.1636,24
vancouver,2001,5,Spring,13.3716129,20.7,7.412580645,3.8,10.39209677,17.03225806,49.2237,-123.1636,24
vancouver,2001,6,Summer,15.84566667,25.4,8.430333333,5.67,12.138,22.6,49.2237,-123.1636,24
vancouver,2001,7,Summer,16.25548387,26.9,9.74516129,5.67,13.00032258,11.93548387,49.2237,-123.1636,24
vancouver,2001,8,Summer,18.11096774,25.1,11.05,4.84,14.58048387,30.77419355,49.2237,-123.1636,24
vancouver,2001,9,Fall,15.25733333,21.8,9.278666667,5.67,12.268,13.83333333,49.2237,-123.1636,24
vancouver,2001,10,Fall,14.84,21.34,7.726451613,3.3,11.28322581,47.09677419,49.2237,-123.1636,24
vancouver,2001,11,Fall,14.327,23.01,7.531,0.8,10.929,56.03333333,49.2237,-123.1636,24
vancouver,2002,0,Winter,10.40483871,22.12,1.66483871,-4.8,6.03483871,72.19354839,49.2237,-123.1636,24
vancouver,2002,1,Winter,11.25354839,22.01,3.809677419,-7.8,7.531612903,54,49.2237,-123.1636,24
vancouver,2002,2,Winter,11.26785714,22.35,4.023214286,-3.6,7.645535714,38.17857143,49.2237,-123.1636,24
vancouver,2002,3,Spring,9.609032258,18.25,3.771612903,-5.3,6.690322581,21.80645161,49.2237,-123.1636,24
vancouver,2002,4,Spring,12.94866667,22.35,5.217666667,1,9.083166667,24.36666667,49.2237,-123.1636,24
vancouver,2002,5,Spring,14.43096774,22.12,7.027419355,2.2,10.72919355,15.93548387,49.2237,-123.1636,24
vancouver,2002,6,Summer,14.753,30.2,8.886333333,5.67,11.81966667,9.933333333,49.2237,-123.1636,24
vancouver,2002,7,Summer,16.70967742,28,10.01774194,5.67,13.36370968,5.709677419,49.2237,-123.1636,24
vancouver,2002,8,Summer,16.96774194,27.1,10.10064516,5.67,13.53419355,1.967741935,49.2237,-123.1636,24
vancouver,2002,9,Fall,15.10166667,23.9,8.589666667,5.67,11.84566667,11.53333333,49.2237,-123.1636,24
vancouver,2002,10,Fall,12.97967742,20.42,6.30516129,-1.9,9.642419355,6.064516129,49.2237,-123.1636,24
vancouver,2002,11,Fall,12.16033333,19.7,5.754166667,-3.7,8.95725,45.96666667,49.2237,-123.1636,24
vancouver,2003,0,Winter,11.05387097,22.01,4.412580645,-1.8,7.733225806,44.09677419,49.2237,-123.1636,24
vancouver,2003,1,Winter,12.24354839,24.75,4.826989247,-2.9,8.535268817,51.41935484,49.2237,-123.1636,24
vancouver,2003,2,Winter,9.6375,22.01,3.111428571,-3.7,6.374464286,9.642857143,49.2237,-123.1636,24
vancouver,2003,3,Spring,11.85612903,19.48,4.840322581,-2.2,8.348225806,43.93548387,49.2237,-123.1636,24
vancouver,2003,4,Spring,14.111,24.01,7.233666667,2.6,10.67233333,47.33333333,49.2237,-123.1636,24
vancouver,2003,5,Spring,13.83548387,21.7,7.546774194,3.82,10.69112903,14.90322581,49.2237,-123.1636,24
vancouver,2003,6,Summer,16.619,26.6,9.419333333,3.82,13.01916667,4.266666667,49.2237,-123.1636,24
vancouver,2003,7,Summer,16.87612903,27.9,10.20806452,4.84,13.54209677,6.225806452,49.2237,-123.1636,24
vancouver,2003,8,Summer,17.62290323,26.3,10.53516129,5.67,14.07903226,1.419354839,49.2237,-123.1636,24
vancouver,2003,9,Fall,16.92533333,27.4,9.326,5.67,13.12566667,13.33333333,49.2237,-123.1636,24
vancouver,2003,10,Fall,14.89387097,23,7.915322581,-0.7,11.40459677,84.22580645,49.2237,-123.1636,24
vancouver,2003,11,Fall,11.26785714,24.01,3.560333333,-4.6,7.414095238,53.4,49.2237,-123.1636,24
vancouver,2004,0,Winter,11.87580645,24.01,3.982580645,-5.5,7.929193548,35.64516129,49.2237,-123.1636,24
vancouver,2004,1,Winter,9.848387097,21.48,3.186774194,-12.2,6.517580645,54.38709677,49.2237,-123.1636,24
vancouver,2004,2,Winter,11.16551724,22.12,4.737586207,-1.6,7.951551724,30.55172414,49.2237,-123.1636,24
vancouver,2004,3,Spring,12.33612903,18.5,5.600645161,0.5,8.968387097,32,49.2237,-123.1636,24
vancouver,2004,4,Spring,12.19466667,21.5,6.333,3.7,9.263833333,5.2,49.2237,-123.1636,24
vancouver,2004,5,Spring,15.84548387,24.3,8.468709677,4.84,12.15709677,19.48387097,49.2237,-123.1636,24
vancouver,2004,6,Summer,16.44033333,28.3,9.786666667,5.67,13.1135,7.7,49.2237,-123.1636,24
vancouver,2004,7,Summer,18.33709677,29.8,11.18354839,3.82,14.76032258,5.258064516,49.2237,-123.1636,24
vancouver,2004,8,Summer,17.51903226,29.8,10.65806452,3.82,14.08854839,24.22580645,49.2237,-123.1636,24
vancouver,2004,9,Fall,16.76866667,24.6,9.231666667,3.82,13.00016667,56.63333333,49.2237,-123.1636,24
vancouver,2004,10,Fall,14.16580645,21.34,6.787096774,2.6,10.47645161,34.96774194,49.2237,-123.1636,24
vancouver,2004,11,Fall,13.11455556,25.86666667,5.839333333,-2.5,9.476944444,68.96666667,49.2237,-123.1636,24
vancouver,2005,0,Winter,12.88276498,22.12,6.06235023,-2.1,9.472557604,58.67741935,49.2237,-123.1636,24
vancouver,2006,1,Winter,12.71153226,20.78,6.104193548,-0.7,9.407862903,92.22580645,49.2237,-123.1636,24
vancouver,2006,2,Winter,9.787142857,22.01,2.072142857,-5.2,5.929642857,26,49.2237,-123.1636,24
vancouver,2006,3,Spring,12.10354839,21.34,4.633225806,-2.8,8.368387097,30.19354839,49.2237,-123.1636,24
vancouver,2006,4,Spring,13.05,21.34,6.402666667,2,9.726333333,23.4,49.2237,-123.1636,24
vancouver,2006,5,Spring,13.73193548,28.3,7.959354839,3.5,10.84564516,12.74193548,49.2237,-123.1636,24
vancouver,2006,6,Summer,15.22103704,25.3,9.803666667,5.67,12.51235185,19.03333333,49.2237,-123.1636,24
vancouver,2006,7,Summer,17.33645161,26.7,10.4316129,5.67,13.88403226,8.225806452,49.2237,-123.1636,24
vancouver,2006,8,Summer,15.70967742,27.4,9.423225806,5.67,12.56645161,1.548387097,49.2237,-123.1636,24
vancouver,2006,9,Fall,16.09666667,25.4,8.900333333,4.84,12.4985,13.16666667,49.2237,-123.1636,24
vancouver,2006,10,Fall,13.6583871,21.29,6.511935484,-2.4,10.08516129,18.67741935,49.2237,-123.1636,24
vancouver,2006,11,Fall,12.73922222,29.6,5.092777778,-8.5,8.916,108.4,49.2237,-123.1636,24
vancouver,2007,0,Winter,11.82387097,20.42,5.180645161,-3,8.502258065,46.77419355,49.2237,-123.1636,24
vancouver,2007,1,Winter,10.61354839,20.11,3.298817204,-9.2,6.956182796,55.51612903,49.2237,-123.1636,24
vancouver,2007,2,Winter,13.72065296,24.01,5.869419785,-3,9.795036374,41.57142857,49.2237,-123.1636,24
vancouver,2007,3,Spring,13.16026719,22.12,5.865282386,-2.3,9.51277479,72.38709677,49.2237,-123.1636,24
vancouver,2007,4,Spring,13.177,20.42,6.039333333,-0.5,9.608166667,25.06666667,49.2237,-123.1636,24
vancouver,2007,5,Spring,12.91967742,21.6,6.690322581,5.2,9.805,12,49.2237,-123.1636,24
vancouver,2007,6,Summer,17.35833333,27.4,9.733333333,5.67,13.54583333,27.1,49.2237,-123.1636,24
vancouver,2007,7,Summer,16.46645161,28.3,10.54096774,5.67,13.50370968,18.41935484,49.2237,-123.1636,24
vancouver,2007,8,Summer,15.39096774,26.7,9.899354839,5.67,12.64516129,2.548387097,49.2237,-123.1636,24
vancouver,2007,9,Fall,15.195,22.4,8.882333333,5.67,12.03866667,22,49.2237,-123.1636,24
vancouver,2007,10,Fall,13.92139785,22.01,6.419175627,1.5,10.17028674,52.38709677,49.2237,-123.1636,24
vancouver,2007,11,Fall,12.347,22.35,4.633333333,-3.3,8.490166667,38.86666667,49.2237,-123.1636,24
vancouver,2008,0,Winter,11.21225806,25.5,3.526451613,-5.3,7.369354839,68.03225806,49.2237,-123.1636,24
vancouver,2008,1,Winter,10.98451613,22.22,3.825483871,-4.9,7.405,47.06451613,49.2237,-123.1636,24
vancouver,2008,2,Winter,10.54448276,19.62,3.99137931,-2.9,7.267931034,23.17241379,49.2237,-123.1636,24
vancouver,2008,3,Spring,12.04677419,22.35,4.246129032,-1,8.146451613,22.32258065,49.2237,-123.1636,24
vancouver,2008,4,Spring,11.59466667,21.24,4.833666667,-2.1,8.214166667,25.03333333,49.2237,-123.1636,24
vancouver,2008,5,Spring,13.24612903,29,7.595806452,4.4,10.42096774,14.03225806,49.2237,-123.1636,24
vancouver,2008,6,Summer,13.76866667,26.9,7.947666667,5.67,10.85816667,16.43333333,49.2237,-123.1636,24
vancouver,2008,7,Summer,17.77709677,26.2,10.15225806,4.7,13.96467742,4.451612903,49.2237,-123.1636,24
vancouver,2008,8,Summer,17.10935484,28.5,10.76612903,5.67,13.93774194,25.93548387,49.2237,-123.1636,24
vancouver,2008,9,Fall,15.101,24.5,9.04,5.67,12.0705,10.4,49.2237,-123.1636,24
vancouver,2008,10,Fall,13.58451613,22.2,6.123225806,1.7,9.853870968,29.48387097,49.2237,-123.1636,24
vancouver,2008,11,Fall,13.52333333,20.42,6.526,0.4,10.02466667,61.06666667,49.2237,-123.1636,24
vancouver,2009,0,Winter,9.069299452,24.01,1.827863031,-15.2,5.448581241,63.06451613,49.2237,-123.1636,24
vancouver,2009,1,Winter,8.737419355,21.96,3.17483871,-6.5,5.956129032,40.67741935,49.2237,-123.1636,24
vancouver,2009,2,Winter,8.9075,18.65,2.376071429,-3.5,5.641785714,20.35714286,49.2237,-123.1636,24
vancouver,2009,3,Spring,11.11193548,22.22,3.891612903,-5.3,7.501774194,33.38709677,49.2237,-123.1636,24
vancouver,2009,4,Spring,12.40319048,21.24,5.414333333,1.5,8.908761905,26.13333333,49.2237,-123.1636,24
vancouver,2009,5,Spring,13.21290323,26.1,7.151290323,4.3,10.18209677,23.19354839,49.2237,-123.1636,24
vancouver,2009,6,Summer,16.82966667,25.9,10.05566667,5.67,13.44266667,3.566666667,49.2237,-123.1636,24
vancouver,2009,7,Summer,14.53354839,34.4,9.130967742,5.67,11.83225806,6.483870968,49.2237,-123.1636,24
vancouver,2009,8,Summer,17.61741935,26.7,10.31193548,5.67,13.96467742,8.612903226,49.2237,-123.1636,24
vancouver,2009,9,Fall,15.34566667,27.8,8.544333333,2.81,11.945,25.8,49.2237,-123.1636,24
vancouver,2009,10,Fall,13.76096774,22.2,6.299677419,0.4,10.03032258,54.48387097,49.2237,-123.1636,24
vancouver,2009,11,Fall,12.56788889,18.9,5.461777778,-0.4,9.014833333,94.83333333,49.2237,-123.1636,24
vancouver,2010,0,Winter,8.885806452,21.34,1.742258065,-6.3,5.314032258,23.35483871,49.2237,-123.1636,24
vancouver,2010,1,Winter,12.81064516,22.01,5.733548387,-2.7,9.272096774,60.22580645,49.2237,-123.1636,24
vancouver,2010,2,Winter,11.89678571,22.81,5.573214286,-0.4,8.735,36.71428571,49.2237,-123.1636,24
vancouver,2010,3,Spring,12.86193548,23.38,5.283548387,0.5,9.072741935,35.5483871,49.2237,-123.1636,24
vancouver,2010,4,Spring,13.80333333,21.24,6.568,1,10.18566667,28.63333333,49.2237,-123.1636,24
vancouver,2010,5,Spring,13.90548387,22.22,7.410322581,2.6,10.65790323,18.16129032,49.2237,-123.1636,24
vancouver,2010,6,Summer,16.33333333,23.1,9.200666667,5.67,12.767,16.3,49.2237,-123.1636,24
vancouver,2010,7,Summer,16.75677419,28.1,10.20774194,5.67,13.48225806,0.2580645161,49.2237,-123.1636,24
vancouver,2010,8,Summer,15.89225806,29.8,9.893870968,4.84,12.89306452,13.74193548,49.2237,-123.1636,24
vancouver,2010,9,Fall,15.88033333,25.6,9.379666667,4.7,12.63,62.23333333,49.2237,-123.1636,24
vancouver,2010,10,Fall,14.07612903,21.8,7.636451613,3.7,10.85629032,25.16129032,49.2237,-123.1636,24
vancouver,2010,11,Fall,12.31222222,25.86666667,4.701333333,-9.5,8.506777778,44.23333333,49.2237,-123.1636,24
vancouver,2011,0,Winter,9.978986175,19,3.324884793,-6.3,6.651935484,55.70967742,49.2237,-123.1636,24
vancouver,2011,1,Winter,12.2516129,22.35,5.003225806,-6.4,8.627419355,60.16129032,49.2237,-123.1636,24
vancouver,2011,2,Winter,10.36892857,21.24,3.112857143,-8.1,6.740892857,31.78571429,49.2237,-123.1636,24
vancouver,2011,3,Spring,11.97387097,22.12,4.471612903,-0.5,8.222741935,47.77419355,49.2237,-123.1636,24
vancouver,2011,4,Spring,12.19433333,18.22,6.031,-0.2,9.112666667,31.86666667,49.2237,-123.1636,24
vancouver,2011,5,Spring,12.29903226,18.9,7.231935484,3.3,9.765483871,28.61290323,49.2237,-123.1636,24
vancouver,2011,6,Summer,15.91166667,22.1,9.433333333,3.82,12.6725,14.26666667,49.2237,-123.1636,24
vancouver,2011,7,Summer,16.10225806,25.8,9.653870968,5.67,12.87806452,12.03225806,49.2237,-123.1636,24
vancouver,2011,8,Summer,16.22,26.7,10.30677419,5.67,13.2633871,6.290322581,49.2237,-123.1636,24
vancouver,2011,9,Fall,17.033,25.2,9.987333333,5.67,13.51016667,23.26666667,49.2237,-123.1636,24
vancouver,2011,10,Fall,12.91290323,21.24,6.739354839,2.2,9.826129032,22.51612903,49.2237,-123.1636,24
vancouver,2011,11,Fall,12.27666667,22.35,3.664333333,-4.3,7.9705,44.76666667,49.2237,-123.1636,24
vancouver,2012,0,Winter,10.04322581,18.9,3.775806452,-5,6.909516129,28.03225806,49.2237,-123.1636,24
vancouver,2012,1,Winter,10.54677419,19.62,3.988064516,-7.4,7.267419355,41.74193548,49.2237,-123.1636,24
vancouver,2012,2,Winter,11.73862069,22.12,4.883103448,-4.7,8.310862069,46.34482759,49.2237,-123.1636,24
vancouver,2012,3,Spring,10.16193548,21.96,3.49,-2.8,6.825967742,34.83870968,49.2237,-123.1636,24
vancouver,2012,4,Spring,12.36366667,21.34,6.344666667,1.4,9.354166667,32.9,49.2237,-123.1636,24
vancouver,2012,5,Spring,12.87129032,23.5,7.262580645,5.5,10.06693548,14.5483871,49.2237,-123.1636,24
vancouver,2012,6,Summer,16.09033333,22.01,9.037666667,5.67,12.564,24.83333333,49.2237,-123.1636,24
vancouver,2012,7,Summer,14.97903226,26,9.057741935,5.67,12.0183871,9.612903226,49.2237,-123.1636,24
vancouver,2012,8,Summer,15.62903226,28.6,9.808064516,5.67,12.71854839,0.9032258065,49.2237,-123.1636,24
vancouver,2012,9,Fall,16.219,25.3,9.159666667,5.67,12.68933333,1.666666667,49.2237,-123.1636,24
vancouver,2012,10,Fall,13.81032258,21.34,6.846774194,1.6,10.32854839,56.51612903,49.2237,-123.1636,24
vancouver,2012,11,Fall,13.076,22.12,5.625666667,-0.9,9.350833333,57.46666667,49.2237,-123.1636,24
vancouver,2013,0,Winter,12.74774194,20.78,6.100645161,-1,9.424193548,72.96774194,49.2237,-123.1636,24
vancouver,2013,1,Winter,11.42870968,22.35,4.019032258,-5.9,7.723870968,32.61290323,49.2237,-123.1636,24
vancouver,2013,2,Winter,12.60478947,24.01,5.075062777,-1.1,8.839926125,24.84985244,49.2237,-123.1636,24
vancouver,2013,3,Spring,10.56,20.64,5.321612903,-0.7,7.940806452,38.74193548,49.2237,-123.1636,24
vancouver,2013,4,Spring,13.98388889,20.42,6.520888889,0.3,10.25238889,38.5,49.2237,-123.1636,24
vancouver,2013,5,Spring,14.72354839,22.22,7.928064516,2.5,11.32580645,21.61290323,49.2237,-123.1636,24
vancouver,2013,6,Summer,19.61658245,31.2,10.79815361,7.8,15.20736803,31.04473858,49.2237,-123.1636,24
vancouver,2013,7,Summer,22.61935484,28,13.93548387,11.4,18.27741935,0,49.2237,-123.1636,24
vancouver,2013,8,Summer,22.35252292,24.8,13.93430695,8.081757746,18.14341494,20.63199151,49.2237,-123.1636,24
vancouver,2013,9,Fall,18.64380351,24.1,12.38272526,7.3,15.51326438,44.69319561,49.2237,-123.1636,24
vancouver,2013,10,Fall,12.73316808,21.2,6.202048887,1,9.467608484,14.30941086,49.2237,-123.1636,24
vancouver,2013,11,Fall,9.12,14.6,3.12,-3.8,6.12,41.06666667,49.2237,-123.1636,24
vancouver,2014,0,Winter,5.458974532,18.11410525,0.04398437071,-10,2.751479452,21.59973344,49.2237,-123.1636,24
vancouver,2014,1,Winter,6.816129032,12.1,1.812903226,-3.4,4.314516129,45.87096774,49.2237,-123.1636,24
vancouver,2014,2,Winter,5.564285714,12.6,-0.525,-9.9,2.519642857,50.64285714,49.2237,-123.1636,24
vancouver,2014,3,Spring,9.716129032,12.6,4.022580645,-2,6.869354839,51.61290323,49.2237,-123.1636,24
vancouver,2014,4,Spring,13.60333333,18.9,6.286666667,2.2,9.945,27.33333333,49.2237,-123.1636,24
vancouver,2014,5,Spring,17.9488421,22.1,10.34134702,7.2,14.14509456,24.15470543,49.2237,-123.1636,24
vancouver,2014,6,Summer,19.52,23.7,11.86333333,8.9,15.69166667,12.26666667,49.2237,-123.1636,24
vancouver,2014,7,Summer,23.42903226,28.3,14.43548387,11.2,18.93225806,12.07096774,49.2237,-123.1636,24
vancouver,2014,8,Summer,23.18064516,27.9,15.12580645,12.8,19.15322581,12.36774194,49.2237,-123.1636,24
vancouver,2014,9,Fall,19.92333333,24.6,11.90666667,6.1,15.915,20.4,49.2237,-123.1636,24
vancouver,2014,10,Fall,15.79032258,21.2,10.27419355,4.8,13.03225806,59.29032258,49.2237,-123.1636,24
vancouver,2014,11,Fall,9.343333333,15.9,2.256666667,-8.9,5.8,63.16666667,49.2237,-123.1636,24
vancouver,2015,0,Winter,7.858064516,15.1,1.967741935,-6.1,4.912903226,54.06451613,49.2237,-123.1636,24
vancouver,2015,1,Winter,8.303225806,14.1,2.9,-5.2,5.601612903,50.32258065,49.2237,-123.1636,24
vancouver,2015,2,Winter,10.40714286,14.3,4.364285714,-1.9,7.385714286,40.5,49.2237,-123.1636,24
vancouver,2015,3,Spring,12.01612903,18.8,4.822580645,-1.9,8.419354839,51.29032258,49.2237,-123.1636,24
vancouver,2015,4,Spring,13.26,18.5,5.096666667,0.4,9.178333333,18.66333333,49.2237,-123.1636,24
vancouver,2015,5,Spring,18.69677419,22.5,10.60322581,2.9,14.65,5.174193548,49.2237,-123.1636,24
vancouver,2015,6,Summer,22.25127368,28.3,13.02878385,8.081757746,17.64002877,3.756391226,49.2237,-123.1636,24
vancouver,2015,7,Summer,23.40645161,27.3,15.22903226,12,19.31774194,6.709677419,49.2237,-123.1636,24
vancouver,2015,8,Summer,22.33870968,26.8,14.44516129,10.6,18.39193548,23.39677419,49.2237,-123.1636,24
vancouver,2015,9,Fall,17.72333333,22.7,10.35333333,5.9,14.03833333,13.93333333,49.2237,-123.1636,24
vancouver,2015,10,Fall,14.90645161,18.8,8.596774194,4.1,11.7516129,36.38709677,49.2237,-123.1636,24
vancouver,2015,11,Fall,8.49,13.1,1.456666667,-5.3,4.973333333,56.93333333,49.2237,-123.1636,24
vancouver,2016,0,Winter,7.616129032,13.9,2.683870968,-5.4,5.15,75.03225806,49.2237,-123.1636,24
vancouver,2016,1,Winter,7.680645161,12.2,1.616129032,-6.5,4.648387097,55.77419355,49.2237,-123.1636,24
vancouver,2016,2,Winter,10.2762069,16.41,4.144827586,-2.1,7.210517241,46.77241379,49.2237,-123.1636,24
vancouver,2016,3,Spring,11.56774194,17.1,5.080645161,-1.1,8.324193548,52.12903226,49.2237,-123.1636,24
vancouver,2016,4,Spring,15.69666667,24.4,7.81,4.7,11.75333333,8.066666667,49.2237,-123.1636,24
vancouver,2016,5,Spring,18.53225806,24.5,9.964516129,6.7,14.2483871,18.97096774,49.2237,-123.1636,24
vancouver,2016,6,Summer,20.18,25.2,12.06333333,8,16.12166667,20.83,49.2237,-123.1636,24
vancouver,2016,7,Summer,22.14967742,25.64,14.58709677,12.1,18.3683871,11.2516129,49.2237,-123.1636,24
vancouver,2016,8,Summer,22.3,26.4,14.46451613,11.5,18.38225806,4.451612903,49.2237,-123.1636,24
vancouver,2016,9,Fall,17.95666667,21.1,10.39333333,5.2,14.175,26.13333333,49.2237,-123.1636,24
vancouver,2016,10,Fall,13.73548387,16.6,8.251612903,0,10.99354839,65.61290323,49.2237,-123.1636,24
vancouver,2016,11,Fall,11.77,19.4,6.71,2.2,9.24,80.06666667,49.2237,-123.1636,24
vancouver,2017,0,Winter,3.811935484,8.8,-1.961290323,-8.7,0.9253225806,49.82903226,49.2237,-123.1636,24
vancouver,2017,1,Winter,5.125806452,11.4,-1.332258065,-8.4,1.896774194,31.87096774,49.2237,-123.1636,24
vancouver,2017,2,Winter,7.129578946,18.11410525,0.4594112676,-7.2,3.794495107,48.12827631,49.2237,-123.1636,24
vancouver,2017,3,Spring,10.39491341,18.11410525,4.501460427,-1.4,7.448186919,65.75443888,49.2237,-123.1636,24
vancouver,2017,4,Spring,12.82233333,21.07,6.523333333,1.7,9.672833333,45.74,49.2237,-123.1636,24
vancouver,2017,5,Spring,16.87419355,25.9,8.7,3.8,12.78709677,32.96774194,49.2237,-123.1636,24
vancouver,2017,6,Summer,19.61333333,26.2,11.55666667,8.3,15.585,15.46666667,49.2237,-123.1636,24
vancouver,2017,7,Summer,22.86129032,25.7,13.70645161,10.4,18.28387097,0.5806451613,49.2237,-123.1636,24
vancouver,2017,8,Summer,23.27741935,29.5,14.31290323,10.9,18.79516129,1.612903226,49.2237,-123.1636,24
vancouver,2017,9,Fall,20.12,26.6,11.81333333,6.8,15.96666667,9.8,49.2237,-123.1636,24
vancouver,2017,10,Fall,13.61129032,16.8,6.029032258,0.6,9.82016129,37.9,49.2237,-123.1636,24
vancouver,2017,11,Fall,9.489,16.1,4.266666667,-4.3,6.877833333,65.84333333,49.2237,-123.1636,24
vancouver,2018,0,Winter,5.196774194,8.9,-0.1322580645,-5.8,2.532258065,55.03225806,49.2237,-123.1636,24
vancouver,2018,1,Winter,7.519354839,11.8,3.141935484,-4.5,5.330645161,80.4516129,49.2237,-123.1636,24
vancouver,2018,2,Winter,6.089285714,12.4,0.6071428571,-7.5,3.348214286,37.78571429,49.2237,-123.1636,24
vancouver,2018,3,Spring,9.538709677,13.3,2.487096774,-1.7,6.012903226,36.06451613,49.2237,-123.1636,24
